Acelerometroy;Acelerometroz;Giroscopiox;Giroscopioy;Giroscopioz;Magnetometrox;Magnetometroy;Magnetometroz;Actividades
4930566;-0.21792556;-0.8002335;0.23732115;-0.43982297;-18779999;-40.44;-29399998;Downstairs
6347082;0.6401563;-0.77213365;-0.18081611;-0.5122105;-18.24;-40.8;-42599998;Downstairs
8417375;10487667;-0.61269784;-0.5015204;-0.5335908;-17.76;-41.16;-5.64;Downstairs
9289077;15118586;-0.3494149;-0.39645153;-0.37110063;-17.22;-41.46;-6.6;Downstairs
71234417;13892754;0.05955936;0.679893;0.040011674;-16859999;-41.46;-7.02;Downstairs
67148314;0.667397;0.7831292;2366492;0.66614854;-16.14;-41879997;-8.04;Downstairs
8322033;-0.32688835;13298537;41114287;12156218;-15.48;-42059998;-8.88;Downstairs
979303;14573772;0.48655418;46456304;18154916;-14.88;-42.18;-9719999;Downstairs
9084772;22882185;-0.003054326;37461312;17977765;-14639999;-42.12;-10.26;Downstairs
5407278;23018389;-0.11362094;2997821;14584408;-14.4;-42.18;-11.16;Downstairs
38954194;22882185;-0.05955936;29013045;1239751;-14.16;-42239998;-11639999;Downstairs
8934948;-0.626536;0.012217305;30775392;12822062;-13.86;-42.12;-12599999;Downstairs
17365944;-4671779;-0.13530666;35940256;12950343;-13559999;-42.18;-13679999;Downstairs
18986765;-55026207;-0.31306845;34929276;15485435;-13.38;-42.18;-14.16;Downstairs
19504337;-35412905;-0.63224554;23735168;14126259;-13139999;-42239998;-15059999;Downstairs
19054867;-17706453;-0.72784597;0.4297437;0.981355;-130199995;-42.12;-16.32;Downstairs
17692831;0.53119355;-0.46883908;0.47678033;0.9202685;-12.84;-42;-16859999;Downstairs
14192402;0.3405087;-0.5036584;11930199;1039998;-12.78;-41879997;-17.88;Downstairs
11767981;0.38136974;-0.7113526;1611768;12269229;-12.66;-41.64;-18.96;Downstairs
8975809;0.980665;-0.6627888;17104226;10943651;-12.78;-41.28;-19.98;Downstairs
8063246;0.939804;-0.44226643;14538593;0.691194;-12.78;-41.28;-20.46;Downstairs
6347082;0.6537767;-0.29871312;11184943;0.25473082;-12.84;-41.04;-21779999;Downstairs
56252036;0.12258313;-0.31612277;0.9801333;-0.12308934;-12719999;-40.86;-22859999;Downstairs
52302136;-0.667397;-0.41813725;0.7800749;-0.3576616;-12719999;-40.86;-23279999;Downstairs
53119354;-14165162;-0.66889745;0.5213735;-0.4034765;-12.48;-40739998;-24.42;Downstairs
6605869;-25333846;-0.9056077;-0.5039638;-0.2843578;-12599999;-40.8;-25.5;Downstairs
7096201;-2315459;-12330315;-12437216;0.053145275;-12.54;-40.8;-25.92;Downstairs
6701211;0.20430522;-0.7370089;-12406673;0.5177083;-12.42;-40.5;-26.82;Downstairs
69599977;0.35412905;-0.012522738;-0.7620544;0.46975538;-12.54;-40.5;-27599998;Downstairs
9901993;12258313;0.46609017;-0.086437434;0.19303341;-12.66;-40.5;-27.9;Downstairs
13606728;2669588;0.93492925;0.37812558;-0.32070425;-12719999;-40559998;-28199999;Downstairs
11863323;4399372;10626001;0.9334021;-0.81183994;-12.96;-40739998;-28199999;Downstairs
11781601;36911142;10473285;13197744;-0.78984874;-12.96;-41.16;-28.32;Downstairs
11863323;3255263;0.93767816;11450669;-0.66767573;-12.96;-41399998;-28.26;Downstairs
1135937;2383561;0.6160576;0.42943826;-0.7330383;-12.96;-41879997;-27.9;Downstairs
9602345;12666923;0.45814893;-0.07086037;-0.7348709;-12599999;-42.66;-27359999;Downstairs
821307;0.7491191;0.52839845;0.006414085;-0.84299403;-12.24;-43079998;-27.18;Downstairs
7205164;0.313268;0.9285152;0.38881573;-10277808;-11759999;-44219997;-26699999;Downstairs
76954966;0.38136974;11166617;0.6215554;-0.9966267;-10.74;-45.3;-26039999;Downstairs
75456724;10215261;0.89552844;0.7141015;-0.7846564;-9.9;-46.44;-25.38;Downstairs
7164303;14709976;0.7626653;0.73945236;-0.70738196;-9.36;-47039997;-24.9;Downstairs
68782754;18387469;0.8060367;0.65484756;-0.8772025;-8.22;-48.12;-24.24;Downstairs
7368608;19068487;0.71959925;0.41538838;-11490375;-7.68;-48.42;-23.82;Downstairs
9193735;18932283;0.31795537;-0.19456059;-12009611;-6.6;-49.26;-23039999;Downstairs
10365085;18115063;0.099265605;-0.2742785;-1056186;-5.58;-50.1;-22.38;Downstairs
10760075;17706453;0.054367006;-0.10476339;-0.8765916;-5.1;-50.52;-22.08;Downstairs
10419566;21383946;0.14874569;0.13530666;-0.7611381;-4.08;-51239998;-21.6;Downstairs
9738548;1879608;0.27885997;0.3268129;-0.68630713;-31799998;-52.14;-21;Downstairs
83765135;1253072;0.4111123;0.453262;-0.59406644;-23999999;-52.86;-20.58;Downstairs
76137743;0.92618364;0.47219884;0.6243043;-0.49938235;-1.86;-53039997;-20.34;Downstairs
4767122;0.6401563;0.45204028;0.9447031;-0.38698313;-1.02;-53579998;-20279999;Downstairs
2901134;0.50395286;0.30024028;11878275;-0.07880162;-0.48;-54.12;-20039999;Downstairs
21111538;0.47671217;0.25411993;0.8885035;0.2770274;-0.17999999;-54.42;-20.16;Downstairs
0.55843425;0.40861043;0.02565634;0.68936145;0.4260785;0.29999998;-54.96;-20039999;Downstairs
-0.2860273;0.24516626;-0.25534168;0.7632761;0.6224717;0.48;-55.26;-19.98;Downstairs
0.38136974;-0.42223078;-0.34483343;0.8772025;0.70005155;0.48;-55.44;-19.92;Downstairs
42223077;-29419951;-0.3943135;0.8078693;0.63132924;0.24;-55.8;-19.74;Downstairs
12912089;-5992953;-0.5580254;0.8891144;0.59223384;0.06;-55.98;-19.74;Downstairs
19408995;-51212506;-0.7309003;13225232;10005972;-0.48;-56.34;-19.98;Downstairs
19408995;-51212506;-0.59131753;1402852;0.9969321;-0.48;-56.34;-19.98;Downstairs
19408995;-51212506;0.04184427;0.36346483;0.6789767;-0.48;-56.34;-19.98;Downstairs
18605394;196133;0.36346483;-13161092;0.5174029;-1.02;-56579998;-20.1;Downstairs
11018862;196133;0.14385876;-23228152;0.3378085;-23999999;-56879997;-20.4;Downstairs
7804459;13756552;-0.14080444;-1881465;0.08032878;-3.36;-56.82;-20.52;Downstairs
5339176;-0.47671217;-0.070249505;-16380352;-0.22510384;-5.04;-56.94;-20.64;Downstairs
48488436;-0.6401563;0.010995574;-14052955;-0.2452624;-6.12;-56.94;-20.82;Downstairs
37319753;-0.58567494;-0.101098195;-0.28985557;-0.21135938;-6.96;-56.94;-20699999;Downstairs
29964764;0.040861044;-0.11148291;0.27672195;-0.32650748;-7.68;-56.82;-20.82;Downstairs
23563201;0.61291564;-0.049785517;0.48197266;-0.4615087;-8.28;-56.76;-20.88;Downstairs
23426998;0.81722087;-0.04795292;0.50762904;-0.49021935;-8.94;-56.76;-20939999;Downstairs
6605869;15390993;-0.18234327;0.43676865;-0.40866885;-9.96;-56399998;-21;Downstairs
10392325;18115063;-0.32162055;0.41172317;-0.2144137;-10.44;-56.1;-20939999;Downstairs
1883694;0.095342435;-0.32528573;19456058;0.6062838;-10.86;-55.86;-20.88;Downstairs
19463476;3800077;0.4801401;318047;0.17989981;-11.16;-55379997;-20939999;Downstairs
18537292;29964764;14459181;28512135;0.1957823;-11099999;-55.02;-20939999;Downstairs
12122109;-0.313268;0.91721416;1312444;-0.1328632;-10.5;-54539997;-20699999;Downstairs
9289077;-0.17706452;0.029932396;-0.09254608;-0.23884831;-10.2;-54.18;-20.76;Downstairs
8962189;-0.13620348;-0.3399465;-0.7461719;-0.34269542;-9.48;-54059998;-20.76;Downstairs
8894087;0.040861044;-0.4578435;-12070698;-0.4990769;-8.88;-53879997;-20939999;Downstairs
8390134;0.21792556;-0.32986724;-0.883922;-0.4709771;-8.34;-53579998;-21119999;Downstairs
5638824;0.7491191;0.29779682;0.3857614;-0.3454443;-7.56;-53.1;-21359999;Downstairs
38136973;0.87170225;0.6017023;0.6945538;-0.33933565;-6.96;-52.8;-21.48;Downstairs
19477097;0.8580819;0.45051312;0.74097955;-0.45906523;-6.42;-52559998;-21539999;Downstairs
-17025435;11441092;-0.11881329;0.77121735;-0.44348818;-5.22;-52379997;-21.72;Downstairs
-2083913;10896279;-0.71776664;0.73639804;-0.20616703;-4.38;-52079998;-21779999;Downstairs
1525479;-0.7491191;-0.88697636;0.7858781;-0.115453534;-3.06;-51.6;-21779999;Downstairs
69599977;-3445948;-0.82436264;0.9459248;-0.22113322;-2.52;-51.48;-21.72;Downstairs
13988097;-65241466;-0.88178396;0.9984592;-0.14263703;-1.92;-51239998;-21.96;Downstairs
18605394;-7246025;-0.98899084;0.9236283;0.23396139;-1.26;-51;-22.14;Downstairs
19463476;-3881799;0.03268129;0.18692477;0.23060162;-0.71999997;-50.7;-22.26;Downstairs
18646255;2315459;0.37965274;-10500773;0.12034045;0.12;-50039997;-22.38;Downstairs
18646255;2315459;0.38728857;-23674083;-0.17348573;0.12;-50039997;-22.38;Downstairs
11127824;24244218;-0.09560041;-27885997;-0.29565877;0.53999996;-49.86;-22439999;Downstairs
64151835;0.7082581;-0.35185838;-24266622;-0.52320606;0.9;-49.68;-22439999;Downstairs
55571017;0.35412905;-0.35277468;-22672265;-0.61300325;1.14;-49379997;-22.38;Downstairs
67148314;-0.35412905;-0.25686884;-18790215;-0.70524395;11999999;-48719997;-22439999;Downstairs
68374147;-0.27240697;-0.17745635;-0.93370754;-0.79717916;1.26;-48.3;-22619999;Downstairs
5706926;0.027240695;0.036651913;0.3210097;-0.7837401;1.26;-47879997;-22.8;Downstairs
34595683;0.58567494;0.10751228;0.6407976;-0.72204274;1.14;-47.7;-22.8;Downstairs
2819412;11713499;-0.016187929;0.77549344;-0.6230826;11999999;-47.52;-22.92;Downstairs
55434813;17978859;-0.23396139;0.8042041;-0.39858958;1.62;-47.1;-22.92;Downstairs
9833891;19885708;-0.42821655;0.7690793;0.025045475;1.86;-46.92;-22.92;Downstairs
17311462;12258313;-0.5519168;0.8167268;11603385;1.8;-46.86;-22.98;Downstairs
19490717;4004382;-0.19333886;11808025;10030408;1.8;-46379997;-23.1;Downstairs
19408995;5243834;0.2874121;13756685;0.75441855;1.62;-46.14;-23.1;Downstairs
18619015;49578066;0.8344419;21184807;0.82863873;1.68;-45.96;-22.92;Downstairs
141787815;19477097;0.2666427;18564194;0.73823065;2.22;-45.66;-23039999;Downstairs
1174074;0.7082581;-0.05222898;0.9117164;0.54733527;2.52;-45539997;-22.98;Downstairs
10010956;0.2860273;-0.24007004;0.074830994;0.30940324;28799999;-45.36;-22.98;Downstairs
8635301;0.5992953;-0.4538729;-0.40439278;0.014660766;3.3;-45.36;-22.98;Downstairs
46036777;23018389;-0.50885075;-0.64873886;-0.0888809;3.78;-45.18;-22.92;Downstairs
11441092;26423476;-0.43585235;-0.39400807;-0.069027774;38999999;-44879997;-23039999;Downstairs
-0.47671217;29147544;-0.46792278;0.17379116;-0.030543262;4.14;-44.76;-23.16;Downstairs
-2901134;273769;-0.72051555;0.70829827;0.03573562;4.2;-44.52;-23279999;Downstairs
-41814466;0.81722087;-11795808;12043208;0.08552113;43199997;-44.28;-23519999;Downstairs
-19477097;0.24516626;-14517213;22088888;0.18906279;4.44;-43379997;-24.06;Downstairs
-19477097;0.24516626;-13625349;26462681;0.42730024;4.44;-43379997;-24.06;Downstairs
64424243;-0.667397;-13732251;26902506;0.65057147;4.74;-43.02;-24.42;Downstairs
16957333;-3214402;-19257526;3161533;2212554;5.16;-42.78;-24.6;Downstairs
18864182;0.7491191;-16462818;24346035;19382755;6.24;-41.94;-25.5;Downstairs
19449856;0.6401563;-0.82894415;0.7635816;21126773;6.72;-41.34;-25.98;Downstairs
1917745;32280223;-0.50640726;-0.8029824;20485365;7.02;-40.86;-26.64;Downstairs
13865514;36093922;-0.007635816;-13994923;12843442;73799996;-40.02;-27.72;Downstairs
11413852;41542063;-0.15027285;-15399913;0.5002986;7.44;-39.42;-28.26;Downstairs
10256122;4671779;-0.24190263;-0.7861836;-0.10903945;73799996;-39059998;-28859999;Downstairs
8757884;46036777;-0.037873644;-0.08552113;-0.4718934;7.44;-38.1;-29.82;Downstairs
8689782;33097446;0.070554934;0.3717115;-0.6420194;73799996;-37.86;-30.3;Downstairs
7763598;24789033;0.0580322;0.2415972;-0.6921103;73799996;-37.44;-30599998;Downstairs
392266;-0.3405087;0.007635816;-0.12003502;-0.8210029;7.5;-37.02;-31.14;Downstairs
21656353;-0.313268;-0.15943582;0.22571471;-10118983;73799996;-36.78;-31.26;Downstairs
53800373;0.8308412;0.10445796;0.7883216;-1010982;7.2;-36.42;-31.74;Downstairs
16644066;2315459;0.57971114;0.7504479;-0.9288206;7.08;-36.36;-31.8;Downstairs
1879608;29283748;0.782213;0.6377433;-0.8426886;6.96;-36.36;-31859999;Downstairs
19286413;10637491;12904528;0.42913285;-12296717;73199997;-36.42;-31.74;Downstairs
19068487;7477571;14132367;0.34422258;-1488984;7.62;-36.36;-31679998;Downstairs
15990288;41542063;0.79290307;-0.12064589;-1606881;7.98;-36.48;-31439999;Downstairs
941166;0.42223078;0.42210788;0.029626964;-17895297;8.94;-36.54;-31019999;Downstairs
8390134;0.06810174;0.34208453;0.22204952;-18445076;9.54;-36.6;-30779999;Downstairs
8158588;0.6810174;0.18295415;0.40561453;-1534799;10.32;-36.48;-30539999;Downstairs
8158588;0.6810174;0.14905111;0.28619036;-13939945;10.32;-36.48;-30539999;Downstairs
77772183;14165162;-0.11636983;-0.027794369;-10421361;11.04;-36.6;-30.3;Downstairs
6973618;17978859;-0.17531833;0.093767814;-0.95203346;11.82;-36.6;-30;Downstairs
5802268;23971813;-0.41080686;0.7855727;-0.82344633;12.66;-36.6;-29.58;Downstairs
46036777;2506144;-0.6753115;11123856;-0.62858033;13.86;-36.54;-29279999;Downstairs
4630918;18523673;-10005972;13524556;-0.29779682;15.48;-36059998;-28.5;Downstairs
51893525;14709976;-12434162;15937474;0.10629055;17.16;-35.64;-27.9;Downstairs
55434813;13620348;-14043792;18979583;0.5766568;17.82;-35.34;-27.66;Downstairs
6347082;14709976;-14731015;22177463;11285735;19439999;-34559998;-27.06;Downstairs
821307;10487667;-15351044;2341141;17238617;21;-33.66;-26.82;Downstairs
13715691;-0.44947147;-16780468;23667974;24129176;22.02;-32.82;-26.76;Downstairs
16330797;-0.13620348;-16542231;2483778;25549438;22.92;-31.98;-26.64;Downstairs
16153732;0.47671217;-15549575;2175291;26184738;23.34;-31439999;-26.76;Downstairs
16480621;0.313268;-14920384;16636915;26978865;23.16;-31.14;-26699999;Downstairs
17583868;-0.6401563;-12944235;16056592;29434543;23.16;-31019999;-26.82;Downstairs
18959524;-11168685;-10021244;22058344;32418618;22.74;-30.9;-26.88;Downstairs
16289936;0.81722087;-0.9114109;27754662;34562755;22.38;-30.9;-27;Downstairs
11318509;16753027;-0.8723156;24944682;36016614;21.84;-30779999;-27119999;Downstairs
9629586;13075534;-0.5662721;14789047;36435058;21.42;-30.9;-26.82;Downstairs
7572913;-0.17706452;-0.31856623;1328021;35366044;20.52;-31.14;-26939999;Downstairs
71234417;-2152015;-0.301462;14837917;30665436;19.32;-31.38;-27;Downstairs
62244987;-26968288;-0.49388456;15992452;2255009;18.3;-31.5;-27;Downstairs
5175732;-2315459;-0.74067414;15436565;15549575;17.22;-31.8;-27119999;Downstairs
5284695;-18659877;-0.7861836;10494665;11044444;16.32;-31859999;-26.88;Downstairs
65241466;-0.6401563;-0.7602218;0.18234327;0.9071349;15.42;-32.1;-26699999;Downstairs
8771504;-0.095342435;-0.35735616;-0.4269948;0.75625116;14639999;-32.52;-26.76;Downstairs
10991621;-0.38136974;0.09865474;-0.5354234;0.59315014;13679999;-32.7;-27119999;Downstairs
11454713;-0.38136974;0.57451874;-0.4728097;0.18997909;13.5;-32.94;-26.82;Downstairs
10514909;14165162;0.93828905;-0.06688975;-0.33261612;13.08;-32.76;-26.58;Downstairs
11005241;18387469;12043208;0.5027421;-0.7284568;12.78;-32.64;-26519999;Downstairs
11863323;18932283;12159272;0.79717916;-0.99173975;12.9;-32.7;-26099998;Downstairs
11672638;33506055;10659598;0.8772025;-12565498;13139999;-33;-25.74;Downstairs
13661209;4944186;10708468;0.81245077;-15231925;13.32;-33059998;-25439999;Downstairs
13606728;63198414;12345587;0.5925393;-18866574;13.92;-33.3;-24779999;Downstairs
10010956;7246025;13723087;0.72234815;-21847596;14.88;-33239998;-23.76;Downstairs
8281172;5952092;14697418;13435981;-1561677;16.14;-33.18;-22859999;Downstairs
8730643;44129925;10167851;11835514;-0.84788096;16.8;-33.3;-22.26;Downstairs
11931424;0.61291564;0.17165314;0.9007208;-0.21135938;18119999;-33.48;-21.3;Downstairs
12871228;-0.29964766;-0.50640726;0.75625116;0.16432275;18779999;-33.48;-20699999;Downstairs
10106298;0.35412905;-0.5027421;0.54550266;0.23609942;20039999;-33.42;-19859999;Downstairs
77363577;0.05448139;0.026267206;0.68019843;0.28619036;21.24;-33239998;-19.14;Downstairs
6864655;-0.27240697;0.52412236;11157454;0.27947086;21.66;-33239998;-18.66;Downstairs
6142777;-0.54481393;0.96486163;15870279;0.049785517;22.8;-33.12;-17.88;Downstairs
62789803;-0.19068487;13521502;20005836;-0.36957347;23699999;-33;-17.1;Downstairs
743671;0.980665;15137241;19382755;-0.7693848;24359999;-33.18;-16199999;Downstairs
8008764;1525479;14251486;1119716;-12165382;24.84;-33.18;-15.78;Downstairs
9670447;22201166;11490375;-0.18387043;-16670512;25439999;-33;-14.94;Downstairs
10841797;2819412;0.19639318;-20769417;-19419407;26.34;-32.88;-13.98;Downstairs
10637491;28602731;-0.48472157;-29367347;-18649716;26.64;-32.88;-13.5;Downstairs
9329938;21247742;-0.79534656;-28050933;-18261817;27599998;-32579998;-12.96;Downstairs
8063246;19340894;-0.86651236;-18634444;-17632625;28.8;-31.98;-130199995;Downstairs
7477571;17978859;-0.77640975;-0.6805039;-15622878;29.22;-31.56;-13139999;Downstairs
7273266;11168685;-0.6374379;0.28038713;-12098186;30.24;-30779999;-13.2;Downstairs
7273266;11168685;-0.5684101;0.6786713;-1003957;30.24;-30779999;-13.2;Downstairs
8539958;0.027240695;-0.27885997;14624114;-0.03390302;31.92;-29.22;-14.04;Downstairs
8894087;0.14982383;-0.15149458;15601498;0.528093;32399998;-28.74;-14.28;Downstairs
9534244;0.939804;-0.03848451;15137241;10665708;33.36;-27.96;-14.82;Downstairs
10310603;0.95342433;-0.016187929;14645494;1294118;33719997;-27599998;-15.24;Downstairs
1174074;0.21792556;-0.083383106;17327193;17684549;34.44;-26699999;-15.9;Downstairs
11195926;0.21792556;-0.08093964;21218405;17556267;34.68;-26.58;-15.78;Downstairs
1134575;-0.7218784;-0.25961772;22024746;17351627;34739998;-26.58;-15059999;Downstairs
12312795;-0.3949901;-0.64751714;19172006;15891659;35.04;-26.88;-14.28;Downstairs
12803127;-0.667397;-0.5448918;14052955;13720033;34.86;-27.06;-13.92;Downstairs
15104965;-23426998;-0.34116822;17864754;13603969;34.5;-27779999;-12.96;Downstairs
15132206;-17978859;-0.23915374;32330043;14740179;34.2;-28.26;-12599999;Downstairs
13157256;0.626536;-0.099265605;33258557;12635747;33719997;-29039999;-11639999;Downstairs
10351464;0.24516626;-0.095294975;28985555;0.93309665;33;-30.06;-10.5;Downstairs
8934948;-0.40861043;-0.41355577;25616634;0.7690793;32.94;-30539999;-9.96;Downstairs
74503303;-12666923;-0.6979135;23399193;0.64965516;32.52;-31.32;-8.82;Downstairs
66331096;-17978859;-0.9505063;1920255;0.6230826;32.1;-32.16;-77999997;Downstairs
6619489;-17978859;-11233811;14312572;0.6218608;32.04;-32579998;-73199997;Downstairs
6851035;-19340894;-11713341;10506883;0.6267477;31.38;-33.42;-62999997;Downstairs
77772183;-20566726;-11181889;0.82741696;0.5751296;31.08;-34.02;-5.58;Downstairs
8322033;-21111538;-10928379;0.8445212;0.56291234;30.96;-34.2;-5.1;Downstairs
8757884;-16480621;-0.9550878;0.90408057;0.5174029;30539999;-34.62;-43199997;Downstairs
941166;-15799603;-0.8042041;0.8729264;0.5155703;30359999;-34.68;-4.14;Downstairs
10691973;-21247742;-0.73945236;0.657291;0.48991394;29699999;-34.86;-39599998;Downstairs
11168685;-2383561;-0.8356637;0.057726767;0.50793445;29.34;-35.04;-38999999;Downstairs
11155065;0.42223078;-0.9077458;0.08460484;0.50426924;29039999;-35399998;-4.02;Downstairs
10051817;1293933;-0.5714644;0.11911872;0.50243664;28439999;-35.64;-4.2;Downstairs
9125633;14437568;-0.11911872;-0.13194689;0.35521814;28.14;-35.82;-4.38;Downstairs
9847511;17978859;0.099265605;-0.08582657;0.04734206;27599998;-35.94;-4.74;Downstairs
12040387;27649305;0.35979962;0.21135938;0.01740966;27119999;-36239998;-4.92;Downstairs
10405946;38273177;0.58032197;0.6407976;-0.3005457;26.88;-36.36;-53399997;Downstairs
8281172;50259085;0.86559606;12461652;-0.52564955;26.58;-36.54;-5.4;Downstairs
9316318;3486809;0.9502009;17067575;-0.52106804;26.34;-36.66;-5.64;Downstairs
124489975;0.7899802;0.5213735;1813659;-0.34972036;26.4;-37079998;-52799997;Downstairs
12285554;11849703;0.07360926;15409076;-0.10873401;26.16;-37.32;-4.92;Downstairs
11386611;14709976;0.21410827;10451905;-0.11301007;25.92;-37.32;-4.56;Downstairs
9970095;10487667;0.53969944;0.78954333;-0.25625798;25.74;-37.5;-38999999;Downstairs
8717023;0.8308412;0.70524395;10818423;-0.539394;25.74;-37.5;-3.24;Downstairs
79679036;0.6401563;0.7867944;13658947;-0.6942484;25859999;-37.5;-2.76;Downstairs
73549876;0.5720546;0.79351395;14318681;-0.8216137;25.74;-37.5;-1.74;Downstairs
71506824;0.61291564;0.7272351;12641857;-0.90041536;25.74;-37.38;-1.02;Downstairs
7082581;0.54481393;0.59498274;10085385;-0.94714653;25.92;-37.32;0.29999998;Downstairs
72324047;0.89894295;0.42577308;0.7593055;-0.9773844;26099998;-37.02;1.62;Downstairs
73958488;0.9670447;0.27947086;0.54641896;-0.95172805;26.16;-36.84;2.04;Downstairs
7709117;10623871;0.19914207;0.44135013;-0.8671232;26.46;-36.48;2.82;Downstairs
7709117;12258313;0.14996742;0.4529566;-0.7312057;26699999;-36;3.72;Downstairs
7572913;1253072;0.1282817;0.54611355;-0.56169057;26.88;-35.7;4.2;Downstairs
7273266;12258313;0.04886922;0.8750645;-0.16737708;27.3;-35.46;4.92;Downstairs
7504812;0.5720546;-0.018936822;1187522;0.18906279;27.72;-35.04;5.58;Downstairs
79679036;0.35412905;-0.082161374;15567901;0.61178154;27779999;-34.92;58799996;Downstairs
9493382;0.3405087;-0.09743301;1847562;10650436;27.9;-34.86;6.6;Downstairs
1134575;0.38136974;-0.12980886;1853976;14575244;27.48;-34.92;7.08;Downstairs
1370207;-0.32688835;-0.2302962;1541213;16887369;27119999;-35.04;73199997;Downstairs
12993812;-0.35412905;-0.43157628;10430524;17941113;26.16;-35399998;8.04;Downstairs
11822462;-0.013620348;-0.550695;0.6423248;1570229;25.68;-35.7;8.28;Downstairs
11604536;0.23154591;-0.38240165;0.28191432;0.8933904;24.48;-36.42;8.82;Downstairs
12380896;0.013620348;-0.43951756;0.21471913;0.29443705;23.82;-36.78;9;Downstairs
1449205;-19885708;-0.7144069;0.61300325;-0.055283304;22.5;-37739998;9.42;Downstairs
14355846;-19477097;-0.9166033;14107933;0.07574729;21.06;-38.7;10.08;Downstairs
13620348;-0.8036005;-0.7079928;2130698;0.28771752;20.34;-39.18;10.2;Downstairs
11182305;-0.27240697;-0.36285394;2296548;0.2742785;18779999;-39.96;10.26;Downstairs
8417375;-0.44947147;-0.24556783;2068695;0.20891592;17.4;-40739998;10139999;Downstairs
5829509;-11985906;-0.39400807;16523905;0.21044308;16.32;-41399998;10.26;Downstairs
5039529;-14709976;-0.61269784;11728612;0.28191432;15839999;-41.82;10.26;Downstairs
34323275;-1484618;-0.8753699;0.5369505;0.39278635;14759999;-42.42;10.2;Downstairs
3091819;-15118586;-0.8323039;0.18570304;0.40530908;14.28;-42719997;100199995;Downstairs
32280223;-14709976;-0.67256266;-0.051618114;0.3295618;13139999;-43.2;9599999;Downstairs
32280223;-14709976;-0.67256266;-0.051618114;0.3295618;13139999;-43.2;9599999;Downstairs
64151835;-18523673;-0.31581733;-0.129198;-0.084910266;12.42;-43379997;9.42;Downstairs
70689607;-18932283;-0.16401732;-0.13591751;-0.1853976;12;-43.68;9.12;Downstairs
7709117;-17297841;-0.020158553;-0.25137106;-0.20005837;115199995;-43.86;8.76;Downstairs
8962189;-13620348;0.08155051;-0.44135013;-0.10262536;10.8;-44399998;8.46;Downstairs
9438901;-10760075;0.13713925;-0.74097955;0.047647487;10.32;-44.64;8.34;Downstairs
9752169;-10896279;0.17623462;-11725558;0.16554448;10.08;-44.82;8.28;Downstairs
9575105;-0.667397;0.2171626;-17892243;0.116980694;9.84;-45059998;8099999;Downstairs
78317;-0.12258313;0.26633725;-17595973;0.011911872;9.54;-45.42;79199996;Downstairs
6374323;0.313268;0.32834008;-14123205;-0.13622294;9.36;-45539997;7.74;Downstairs
22882185;13756552;0.32925636;-10800097;-0.38515055;9.36;-45719997;73199997;Downstairs
20294318;14437568;0.27152961;-0.945314;-0.700357;9.36;-45.84;72599998;Downstairs
27649305;15118586;0.12705997;-0.9059132;-0.9254609;9.42;-45.96;7.14;Downstairs
1370207;20158114;0.23304509;-1067487;-0.99296147;9.54;-46.2;7.02;Downstairs
1879608;19340894;0.23487769;-10461067;-0.636827;9.78;-46.2;7.2;Downstairs
19436235;63198414;-0.10873401;-0.79229224;0.16768251;9.84;-46.14;72599998;Downstairs
14914281;102152605;10009027;10995574;0.067500606;9.9;-46.26;73199997;Downstairs
13252599;49986677;0.6936375;22107213;-0.13255776;100199995;-46.44;7.56;Downstairs
12762266;23018389;-0.44868052;24828618;-0.36774087;10.2;-46.44;7.74;Downstairs
9915613;12803127;-0.8530733;16340646;-0.3652974;10.26;-46.44;7.98;Downstairs
9180115;0.92618364;-0.7816021;0.84391034;-0.4098906;10.26;-46.44;7.98;Downstairs
74503303;0.54481393;-0.55863625;0.7684685;-0.67164636;10.2;-46.62;8099999;Downstairs
32825038;0.4903325;-0.5112942;0.85918194;-0.72173727;100199995;-46.68;8.28;Downstairs
0.9670447;11032481;-0.42852196;0.86742866;-0.66950834;10139999;-46.68;8.22;Downstairs
0.027240695;11304889;-0.4550946;0.17531833;-0.58246;10139999;-46.62;8.28;Downstairs
-196133;-0.19068487;-0.56779927;-0.21105394;-0.34147367;100199995;-46.68;8.22;Downstairs
-0.7218784;-0.7491191;-0.7535023;-0.030543262;-0.029626964;9.96;-46.68;8099999;Downstairs
28057916;-0.84446156;-0.8304713;0.3436117;0.14294247;9.96;-46.8;78599997;Downstairs
16535103;-29556155;-0.73945236;0.64660084;0.27763826;100199995;-46.8;73199997;Downstairs
17311462;-19885708;-0.6728681;13234396;0.6872234;9.96;-46.68;7.02;Downstairs
19422615;-15390993;-0.05131268;15436565;0.7309003;9719999;-46.8;6.24;Downstairs
14137921;0.19068487;0.49754974;12257011;0.94042706;9.66;-46739998;58799996;Downstairs
12912089;0.6946377;0.50885075;0.591623;0.9211848;9.66;-46.8;5.58;Downstairs
12912089;0.6946377;0.33383787;-13130548;0.7742717;9.66;-46.8;5.58;Downstairs
10283362;0.313268;-0.013744468;-27528641;0.6047566;9.42;-46.8;5.1;Downstairs
8744264;0.61291564;0.012522738;-23716843;0.46211955;9179999;-46.86;4.92;Downstairs
6769313;17297841;0.34208453;-15891659;0.2171626;8.76;-46.98;4.74;Downstairs
4862464;16344417;0.623388;-0.64812803;-0.08582657;7.98;-47219997;4.62;Downstairs
4263169;15118586;0.52839845;0.204029;-0.34300083;7.62;-47219997;4.44;Downstairs
